N_unmapped	3168450	3168450	3168450
N_multimapping	2199051	2199051	2199051
N_noFeature	3516406	9043059	9098873
N_ambiguous	5510895	948076	937242
Caust.v2_010917-RA	0	0	0
Caust.v2_010920-RA	82	42	40
Caust.v2_010919-RA	3	121	102
Caust.v2_010922-RA	0	0	0
Caust.v2_010925-RA	44	509	467
Caust.v2_010927-RA	1190	1192	1265
Caust.v2_010929-RA	4	234	243
Caust.v2_010931-RA	573	294	279
Caust.v2_010939-RA	0	0	0
Caust.v2_010942-RA	0	0	1
Caust.v2_010942-RA,Caust.v2_010942-RB	921	460	461
Caust.v2_010942-RB	0	0	0
Caust.v2_010943-RA	5619	2825	2794
Caust.v2_010945-RA	42	20	22
Caust.v2_010946-RA	48	24	24
Caust.v2_010947-RA	8	7	1
Caust.v2_010949-RB,Caust.v2_010949-RA	114	58	56
Caust.v2_010949-RB	0	0	0
Caust.v2_010949-RA	0	0	0
Caust.v2_010918-RA	2399	1283	1336
Caust.v2_010921-RA	0	0	0
Caust.v2_010924-RA	1	0	1
Caust.v2_010926-RA	853	887	898
Caust.v2_010928-RA	519	941	849
Caust.v2_010930-RA	2521	1460	1529
Caust.v2_010932-RA	528	409	333
Caust.v2_010941-RA	634	346	373
Caust.v2_010948-RA	693	326	367
Caust.v2_010950-RA	248	119	129
Caust.v2_010936-RA	14	5	9
Caust.v2_010933-RA	0	95	119
Caust.v2_010940-RA	0	0	0
Caust.v2_010935-RA	1	0	1
Caust.v2_010944-RA	3	1	2
Caust.v2_010923-RA	0	0	0
Caust.v2_010934-RA	0	0	0
Caust.v2_010937-RA	4	1	3
Caust.v2_010938-RA	0	0	0
Caust.v2_010063-RA	4	2	2
Caust.v2_010063-RA,Caust.v2_010063-RB	0	24	28
Caust.v2_010063-RB	0	178	176
Caust.v2_010067-RA	15	43	55
Caust.v2_010067-RA,Caust.v2_010067-RB	1971	1004	967
Caust.v2_010067-RB	7	2	5
Caust.v2_010071-RA	0	49	64
Caust.v2_010077-RA	1356	701	658
Caust.v2_010079-RB,Caust.v2_010079-RC	0	2	2
Caust.v2_010079-RB,Caust.v2_010079-RA,Caust.v2_010079-RC	0	110	99
Caust.v2_010079-RB,Caust.v2_010079-RA	0	0	0
Caust.v2_010079-RA	0	0	0
Caust.v2_010079-RC	0	0	0
Caust.v2_010083-RA	0	0	0
Caust.v2_010065-RA	0	313	353
Caust.v2_010066-RA	2038	1249	1237
Caust.v2_010068-RA	986	550	553
Caust.v2_010069-RB	1	1	0
Caust.v2_010069-RC,Caust.v2_010069-RB	262	147	115
Caust.v2_010069-RA	802	409	393
Caust.v2_010069-RA,Caust.v2_010069-RC	0	0	0
Caust.v2_010069-RA,Caust.v2_010069-RC,Caust.v2_010069-RB	1281	646	635
Caust.v2_010070-RA	451	299	265
Caust.v2_010072-RA	139	72	67
Caust.v2_010073-RA	27	15	12
Caust.v2_010074-RA	6	4	2
Caust.v2_010075-RA	9	3	6
Caust.v2_010076-RA	888	451	440
Caust.v2_010078-RA	2	248	240
Caust.v2_010080-RA	21	765	780
Caust.v2_010082-RA	2	1	2
Caust.v2_010085-RA	139	57	82
Caust.v2_010081-RA	0	2	10
Caust.v2_010064-RA	0	9	13
Caust.v2_010084-RA	0	0	0
Caust.v2_017139-RA	0	0	0
Caust.v2_017141-RA	8	3	5
Caust.v2_017142-RA	8	7	1
Caust.v2_017140-RA	1	0	1
Caust.v2_017138-RA	0	0	0
Caust.v2_011723-RA	9	701	702
Caust.v2_011724-RA	22	392	400
Caust.v2_011726-RA	895	1381	1404
Caust.v2_011729-RA	1268	1002	921
Caust.v2_011733-RA,Caust.v2_011733-RB	6	147	124
Caust.v2_011733-RA	0	0	0
Caust.v2_011733-RA,Caust.v2_011733-RB,Caust.v2_011733-RC	544	297	250
Caust.v2_011733-RB	0	0	0
Caust.v2_011733-RC	0	0	0
Caust.v2_011736-RA	0	204	202
Caust.v2_011738-RA	0	954	914
Caust.v2_011739-RA	124	74	50
Caust.v2_011722-RC,Caust.v2_011722-RD	88	43	45
Caust.v2_011722-RB,Caust.v2_011722-RD	62	454	438
Caust.v2_011722-RA,Caust.v2_011722-RB	0	0	0
Caust.v2_011722-RA,Caust.v2_011722-RB,Caust.v2_011722-RC,Caust.v2_011722-RD	17	210	218
Caust.v2_011722-RA,Caust.v2_011722-RC	0	0	0
Caust.v2_011725-RA	141	465	429
Caust.v2_011727-RA	0	733	699
Caust.v2_011728-RA	0	197	196
Caust.v2_011730-RA	430	538	547
Caust.v2_011732-RA	2083	2006	1946
Caust.v2_011734-RA	26529	13240	13292
Caust.v2_011735-RA	4992	2537	2455
Caust.v2_011737-RA	3660	2959	2975
Caust.v2_011740-RA	0	0	0
Caust.v2_011731-RA	36	839	803
Caust.v2_021764-RA	0	0	0
Caust.v2_022397-RA	0	0	0
Caust.v2_022745-RA	3	3	0
Caust.v2_013500-RA	1	2	1
Caust.v2_013510-RA	69	36	42
Caust.v2_013489-RA	0	0	0
Caust.v2_013503-RA	0	1	0
Caust.v2_013493-RA	0	0	0
Caust.v2_013502-RA	0	0	0
Caust.v2_013501-RA	0	0	0
Caust.v2_013506-RA	0	0	0
Caust.v2_013505-RA	0	0	0
Caust.v2_013508-RA	0	0	0
Caust.v2_013511-RA	0	5	4
Caust.v2_013490-RA	0	0	0
Caust.v2_013498-RA	0	0	0
Caust.v2_013494-RA	0	0	0
Caust.v2_013491-RA	0	0	0
Caust.v2_013495-RA	0	0	0
Caust.v2_013496-RA	0	0	0
Caust.v2_013504-RA	0	0	0
Caust.v2_013507-RA	0	0	0
Caust.v2_013497-RA	0	0	0
Caust.v2_013492-RA	0	0	0
Caust.v2_013509-RA	0	0	0
Caust.v2_013499-RA	0	0	0
Caust.v2_021812-RA	92	44	48
Caust.v2_018962-RA	1	2	3
Caust.v2_018964-RA	116	51	65
