N_unmapped	2226877	2226877	2226877
N_multimapping	657525	657525	657525
N_noFeature	2491428	17277551	17479846
N_ambiguous	11440771	5671396	5593075
rna-XM_012316519.2	1820	946	874
rna-XM_003392857.3	1154	563	591
rna-XM_003392856.3	74	32	42
rna-XM_003392855.3	297	149	148
rna-XM_003392854.3	512	243	269
rna-XM_020868627.1	2	4	1
rna-XM_012315933.2	4	2	5
rna-XM_020863580.1	0	0	0
rna-XM_012315683.2	0	0	0
rna-XM_012315808.2	0	0	0
rna-XM_012315747.2	0	0	0
rna-XM_020863569.1	0	0	0
rna-XM_012315994.2	0	0	0
rna-XM_012316058.2	0	0	0
rna-XM_012315870.2	0	0	0
rna-XM_020863575.1	0	0	0
rna-XM_020863582.1	0	0	0
rna-XR_001099275.2	17	4	13
rna-XM_020863598.1	46866	23811	23056
rna-XM_012315543.2	35770	17810	17961
rna-XM_003392850.3	29320	14438	14883
rna-XM_003392849.3	94	44	50
rna-XM_003392844.3	138	76	63
rna-XM_003392846.3	915	469	451
rna-XM_003392845.3	3891	1959	1936
rna-XM_012314565.2	0	0	0
rna-XM_012314449.2	0	0	0
rna-XM_012314678.2	0	0	0
rna-XM_012314626.2	0	0	0
rna-XM_012314515.2	0	0	0
rna-XR_002307964.1	0	201	224
rna-XM_020864091.1	0	0	0
rna-XM_020864108.1	0	0	0
rna-XM_020864097.1	0	0	0
rna-XM_020864093.1	0	0	0
rna-XM_020864102.1	0	0	0
rna-XM_020864088.1	0	0	0
rna-XM_020864106.1	0	0	0
rna-XM_020864099.1	0	0	0
rna-XM_020864087.1	0	0	0
rna-XR_001099182.2	450	397	373
rna-XM_012314154.2	1386	827	879
rna-XM_020864125.1	15	4	11
rna-XM_020868629.1	9592	5003	4589
rna-XM_012313740.2	1111	579	532
rna-XM_012313921.2	0	0	0
rna-XM_003392841.3	0	0	0
rna-XM_003392840.3	624	307	322
rna-XR_002308094.1	0	0	0
rna-XR_001099129.2	0	0	0
rna-XM_012313417.2	0	0	1
rna-XM_012313531.2	0	0	0
rna-XM_003392837.3	0	0	0
rna-XM_003392838.3	72	39	33
rna-XM_003392839.3	2	1	1
rna-XM_003392836.3	1774	996	945
rna-XM_012313112.2	1547	853	861
rna-XM_020863836.1	0	0	0
rna-XM_012316843.2	0	0	0
rna-XM_020863844.1	0	0	0
rna-XM_020863840.1	0	0	0
rna-XR_002308919.1	353	174	179
rna-XM_012313034.1	1895	956	940
rna-XM_003392835.3	1284	676	609
rna-XM_003392834.3	889	422	467
rna-XM_003392833.2	4653	2294	2359
rna-XM_003392825.3	0	1	1
rna-XM_012312015.2	0	0	0
rna-XM_012312067.2	2	1	1
rna-XM_020864229.1	1	0	1
rna-XM_012312219.2	0	0	0
rna-XM_012312415.2	0	0	0
rna-XM_020864257.1	0	0	0
rna-XM_020864253.1	0	0	0
rna-XM_012312364.2	0	0	0
rna-XM_012312156.2	0	0	0
rna-XM_020864235.1	52	25	27
rna-XM_012312318.2	6	3	3
rna-XM_012312549.2	127	66	68
rna-XM_003392827.3	4171	2114	2063
rna-XM_020864286.1	0	0	0
rna-XM_020864283.1	7	2	5
rna-XM_012311810.1	0	0	0
rna-XM_003392823.3	0	0	0
rna-XM_012311747.2	0	0	0
rna-XM_012311867.2	0	0	0
rna-XM_003392828.3	7	4	5
rna-XM_003392829.3	0	0	0
rna-XM_012311183.2	263	131	134
rna-XM_012311377.2	480	263	221
rna-XM_012311106.2	1621	784	840
gene-LOC110120352	50	16	34
rna-XM_003392820.3	1040	646	615
rna-XM_012310957.2	736	470	485
rna-XM_012310646.2	6	2	4
rna-XM_003392817.3	198	114	84
rna-XM_003392816.3	1098	542	556
rna-XM_003392815.3	2306	1172	1134
rna-XM_003392814.3	664	339	325
rna-XM_003392813.3	0	0	0
rna-XM_012310222.2	0	0	0
rna-XM_003392812.3	814	404	410
rna-XM_020864991.1	498	285	287
rna-XM_020864990.1	187	144	117
rna-XM_003392895.3	1465	747	718
rna-XM_012309635.2	391	195	215
rna-XM_003392888.3	6461	3300	3181
rna-XM_012309400.2	0	0	0
rna-XM_012309462.2	0	0	0
rna-XM_003392894.3	4419	2285	2277
rna-XM_003392897.3	10283	5234	5053
rna-XM_012309217.1	0	0	0
rna-XM_012309160.1	0	0	0
rna-XM_020862935.1	0	0	0
rna-XM_012308923.1	0	0	0
rna-XM_020862944.1	0	0	0
rna-XM_012308977.2	0	0	0
rna-XM_020862930.1	0	0	0
rna-XM_003392896.3	653	335	318
rna-XM_020868369.1	201	102	99
rna-XM_003392890.3	9	3	6
rna-XM_012308668.2	0	0	0
rna-XM_012308562.2	0	0	0
rna-XM_012308609.1	0	0	0
rna-XM_003392887.3	4048	2032	2016
rna-XM_003392885.3	9	7	2
rna-XM_012308345.2	0	0	0
rna-XM_012308165.2	0	0	0
rna-XM_003392884.3	1592	810	782
rna-XM_003392883.3	462	219	243
rna-XR_002308011.1	125	57	70
rna-XR_002308013.1	2	1	1
rna-XM_020864373.1	0	0	0
rna-XM_020864366.1	0	0	0
rna-XM_020864371.1	0	0	0
rna-XM_003392882.3	4	1	3
rna-XM_020864355.1	32	10	22
rna-XM_012307699.1	8	6	2
rna-XM_012321140.2	35	15	20
rna-XR_001099795.1	6	7	4
rna-XR_001099798.2	13	9	5
rna-XR_001099793.2	298	123	175
rna-XM_020864380.1	0	0	0
rna-XM_020864378.1	12	7	5
rna-XM_012320962.2	1713	881	834
rna-XM_003392880.3	0	0	0
rna-XM_012320892.2	0	0	0
rna-XM_020865369.1	541	250	291
rna-XM_020865359.1	0	0	0
rna-XM_020865363.1	0	0	0
rna-XM_012320630.2	0	0	0
rna-XM_020865367.1	0	0	0
rna-XM_012314213.2	0	0	0
rna-XM_012315382.2	0	0	0
rna-XM_012311965.2	0	0	0
rna-XM_012312495.2	0	0	0
rna-XM_012311348.2	0	0	0
rna-XM_020865341.1	0	0	0
rna-XM_003392877.3	0	0	0
rna-XM_012313612.2	0	0	0
rna-XM_012316518.2	0	0	0
rna-XM_012315964.2	0	0	0
rna-XM_012317619.2	0	0	0
rna-XM_020865350.1	0	0	0
rna-XM_020865345.1	0	0	0
rna-XM_012318198.2	0	0	0
rna-XM_020865333.1	0	0	0
rna-XM_012318962.2	941	480	461
rna-XM_020865379.1	438	324	352
rna-XM_012320314.2	0	3	2
rna-XM_012320415.2	0	0	0
rna-XM_012320192.2	1	0	1
rna-XM_012320538.2	0	0	0
rna-XM_012320493.2	0	0	0
rna-XM_020865376.1	5	1	4
rna-XM_012309634.1	0	0	0
rna-XM_003392872.2	1545	784	762
rna-XM_012308785.2	0	0	0
rna-XM_012307672.2	0	0	0
rna-XM_003392871.3	0	0	0
rna-XM_012310530.2	0	0	0
rna-XM_012316241.2	0	0	0
rna-XM_012320313.2	0	0	0
rna-XM_012320868.2	0	0	0
rna-XM_012316587.1	0	0	0
rna-XR_001099734.2	496	261	235
rna-XM_003392922.3	89	51	38
rna-XM_003392921.3	10	4	6
rna-XM_003392920.3	9	5	4
rna-XM_012320160.2	6	4	2
rna-XM_012320134.2	164	80	84
rna-XM_003392917.3	7	5	2
rna-XM_003392916.3	29	18	11
rna-XM_003392915.3	680	341	344
rna-XM_020864550.1	39	26	13
rna-XM_003392913.3	0	0	0
rna-XM_012319738.2	2	2	0
rna-XM_003392912.2	0	0	0
rna-XM_012319789.2	0	0	0
rna-XM_012320217.2	4	0	4
rna-XM_020863757.1	0	0	0
rna-XM_003392911.3	0	0	0
rna-XM_012319282.2	0	0	0
rna-XM_012319213.2	0	0	0
rna-XM_012319151.2	0	0	0
rna-XM_012319412.2	672	2736	2678
rna-XM_012319539.2	0	0	0
rna-XM_012319595.2	0	0	0
rna-XM_012319486.2	0	0	0
rna-XM_003392909.3	4670	2465	2207
rna-XM_012318963.2	381	174	211
rna-XM_003392907.3	9735	4926	4815
rna-XM_003392906.3	21	16	6
rna-XM_020863766.1	0	0	0
rna-XM_020863772.1	0	0	0
rna-XM_020863782.1	0	0	0
rna-XM_003392904.3	0	0	0
rna-XM_020863769.1	0	0	0
rna-XM_020863768.1	0	0	0
rna-XM_003392903.3	2	1	1
rna-XM_012318496.2	78	46	32
rna-XM_012318251.2	6	4	2
rna-XM_012318300.2	16	7	9
rna-XM_003392902.3	0	0	0
