N_unmapped	2040833	2040833	2040833
N_multimapping	361511	361511	361511
N_noFeature	2080736	12074898	12226447
N_ambiguous	8141257	4038817	3972607
rna-XM_012316519.2	662	326	336
rna-XM_003392857.3	375	185	190
rna-XM_003392856.3	111	57	54
rna-XM_003392855.3	292	145	147
rna-XM_003392854.3	431	215	216
rna-XM_020868627.1	2	1	2
rna-XM_012315933.2	5	2	4
rna-XM_020863580.1	0	0	0
rna-XM_012315683.2	0	0	0
rna-XM_012315808.2	0	0	0
rna-XM_012315747.2	0	0	0
rna-XM_020863569.1	0	0	0
rna-XM_012315994.2	0	0	0
rna-XM_012316058.2	0	0	0
rna-XM_012315870.2	0	0	0
rna-XM_020863575.1	0	0	0
rna-XM_020863582.1	0	0	0
rna-XR_001099275.2	5	1	4
rna-XM_020863598.1	29643	15025	14621
rna-XM_012315543.2	14184	7082	7103
rna-XM_003392850.3	16554	8224	8330
rna-XM_003392849.3	79	38	41
rna-XM_003392844.3	91	46	45
rna-XM_003392846.3	637	303	335
rna-XM_003392845.3	2301	1134	1168
rna-XM_012314565.2	0	0	0
rna-XM_012314449.2	0	0	0
rna-XM_012314678.2	0	0	0
rna-XM_012314626.2	0	0	0
rna-XM_012314515.2	0	0	0
rna-XR_002307964.1	0	147	183
rna-XM_020864091.1	0	0	0
rna-XM_020864108.1	0	0	0
rna-XM_020864097.1	0	0	0
rna-XM_020864093.1	0	0	0
rna-XM_020864102.1	0	0	0
rna-XM_020864088.1	0	0	0
rna-XM_020864106.1	0	0	0
rna-XM_020864099.1	0	0	0
rna-XM_020864087.1	0	0	0
rna-XR_001099182.2	320	291	294
rna-XM_012314154.2	1045	676	633
rna-XM_020864125.1	15	8	7
rna-XM_020868629.1	7056	3548	3508
rna-XM_012313740.2	1251	641	610
rna-XM_012313921.2	0	0	0
rna-XM_003392841.3	0	0	0
rna-XM_003392840.3	554	275	279
rna-XR_002308094.1	0	0	0
rna-XR_001099129.2	0	0	0
rna-XM_012313417.2	0	0	0
rna-XM_012313531.2	0	0	0
rna-XM_003392837.3	0	0	0
rna-XM_003392838.3	34	14	20
rna-XM_003392839.3	1	0	1
rna-XM_003392836.3	1464	854	746
rna-XM_012313112.2	1393	767	762
rna-XM_020863836.1	0	0	0
rna-XM_012316843.2	0	0	0
rna-XM_020863844.1	0	0	0
rna-XM_020863840.1	0	0	0
rna-XR_002308919.1	213	103	110
rna-XM_012313034.1	1320	720	603
rna-XM_003392835.3	930	470	463
rna-XM_003392834.3	793	421	372
rna-XM_003392833.2	3339	1709	1630
rna-XM_003392825.3	0	1	2
rna-XM_012312015.2	0	0	0
rna-XM_012312067.2	14	11	3
rna-XM_020864229.1	1	1	0
rna-XM_012312219.2	0	0	0
rna-XM_012312415.2	0	0	0
rna-XM_020864257.1	0	0	0
rna-XM_020864253.1	0	0	0
rna-XM_012312364.2	0	0	0
rna-XM_012312156.2	0	0	0
rna-XM_020864235.1	60	33	27
rna-XM_012312318.2	9	2	7
rna-XM_012312549.2	194	106	93
rna-XM_003392827.3	3433	1725	1710
rna-XM_020864286.1	3	2	1
rna-XM_020864283.1	18	13	5
rna-XM_012311810.1	0	0	0
rna-XM_003392823.3	0	0	0
rna-XM_012311747.2	0	0	0
rna-XM_012311867.2	0	0	0
rna-XM_003392828.3	15	11	10
rna-XM_003392829.3	0	0	0
rna-XM_012311183.2	198	105	94
rna-XM_012311377.2	433	225	215
rna-XM_012311106.2	1302	673	630
gene-LOC110120352	28	16	12
rna-XM_003392820.3	473	286	297
rna-XM_012310957.2	541	322	328
rna-XM_012310646.2	3	0	3
rna-XM_003392817.3	208	102	106
rna-XM_003392816.3	745	373	373
rna-XM_003392815.3	1375	688	687
rna-XM_003392814.3	467	246	221
rna-XM_003392813.3	0	0	0
rna-XM_012310222.2	0	0	0
rna-XM_003392812.3	486	257	230
rna-XM_020864991.1	436	244	247
rna-XM_020864990.1	156	104	106
rna-XM_003392895.3	1032	539	493
rna-XM_012309635.2	264	131	139
rna-XM_003392888.3	3459	1689	1776
rna-XM_012309400.2	0	0	0
rna-XM_012309462.2	0	0	0
rna-XM_003392894.3	2816	1441	1476
rna-XM_003392897.3	9228	4655	4574
rna-XM_012309217.1	0	0	0
rna-XM_012309160.1	0	0	0
rna-XM_020862935.1	0	0	0
rna-XM_012308923.1	0	0	0
rna-XM_020862944.1	0	0	0
rna-XM_012308977.2	0	0	0
rna-XM_020862930.1	0	0	0
rna-XM_003392896.3	575	288	290
rna-XM_020868369.1	193	104	91
rna-XM_003392890.3	14	7	7
rna-XM_012308668.2	0	0	0
rna-XM_012308562.2	0	0	0
rna-XM_012308609.1	0	0	0
rna-XM_003392887.3	3187	1597	1591
rna-XM_003392885.3	5	0	5
rna-XM_012308345.2	0	0	0
rna-XM_012308165.2	0	0	0
rna-XM_003392884.3	1009	537	472
rna-XM_003392883.3	410	209	204
rna-XR_002308011.1	27	18	11
rna-XR_002308013.1	1	0	1
rna-XM_020864373.1	0	0	0
rna-XM_020864366.1	0	0	0
rna-XM_020864371.1	1	0	1
rna-XM_003392882.3	1	0	1
rna-XM_020864355.1	29	15	14
rna-XM_012307699.1	7	2	6
rna-XM_012321140.2	23	13	10
rna-XR_001099795.1	30	27	25
rna-XR_001099798.2	62	29	33
rna-XR_001099793.2	453	219	234
rna-XM_020864380.1	0	0	0
rna-XM_020864378.1	7	2	5
rna-XM_012320962.2	1316	638	682
rna-XM_003392880.3	0	0	0
rna-XM_012320892.2	0	0	0
rna-XM_020865369.1	526	257	269
rna-XM_020865359.1	0	0	0
rna-XM_020865363.1	0	0	0
rna-XM_012320630.2	0	0	0
rna-XM_020865367.1	0	0	0
rna-XM_012314213.2	0	0	0
rna-XM_012315382.2	0	0	0
rna-XM_012311965.2	0	0	0
rna-XM_012312495.2	0	0	0
rna-XM_012311348.2	0	0	0
rna-XM_020865341.1	0	0	0
rna-XM_003392877.3	0	0	0
rna-XM_012313612.2	0	0	0
rna-XM_012316518.2	0	0	0
rna-XM_012315964.2	0	0	0
rna-XM_012317619.2	0	0	0
rna-XM_020865350.1	0	0	0
rna-XM_020865345.1	0	0	0
rna-XM_012318198.2	0	0	0
rna-XM_020865333.1	0	0	0
rna-XM_012318962.2	686	353	333
rna-XM_020865379.1	292	261	258
rna-XM_012320314.2	0	1	2
rna-XM_012320415.2	0	0	0
rna-XM_012320192.2	1	0	1
rna-XM_012320538.2	0	0	0
rna-XM_012320493.2	0	0	0
rna-XM_020865376.1	2	0	2
rna-XM_012309634.1	0	0	0
rna-XM_003392872.2	990	500	490
rna-XM_012308785.2	0	0	0
rna-XM_012307672.2	0	0	0
rna-XM_003392871.3	0	0	0
rna-XM_012310530.2	0	0	0
rna-XM_012316241.2	0	0	0
rna-XM_012320313.2	0	0	0
rna-XM_012320868.2	0	0	0
rna-XM_012316587.1	0	0	0
rna-XR_001099734.2	394	201	193
rna-XM_003392922.3	43	19	24
rna-XM_003392921.3	14	5	9
rna-XM_003392920.3	5	2	3
rna-XM_012320160.2	13	8	5
rna-XM_012320134.2	131	77	54
rna-XM_003392917.3	3	1	2
rna-XM_003392916.3	9	4	5
rna-XM_003392915.3	546	271	281
rna-XM_020864550.1	8	4	4
rna-XM_003392913.3	0	0	0
rna-XM_012319738.2	1	1	0
rna-XM_003392912.2	0	0	0
rna-XM_012319789.2	0	0	0
rna-XM_012320217.2	1	0	1
rna-XM_020863757.1	0	0	0
rna-XM_003392911.3	0	0	0
rna-XM_012319282.2	0	0	0
rna-XM_012319213.2	0	0	0
rna-XM_012319151.2	0	0	0
rna-XM_012319412.2	380	1871	1954
rna-XM_012319539.2	0	0	0
rna-XM_012319595.2	0	0	0
rna-XM_012319486.2	0	0	0
rna-XM_003392909.3	2588	1297	1291
rna-XM_012318963.2	196	102	94
rna-XM_003392907.3	5256	2612	2644
rna-XM_003392906.3	23	13	10
rna-XM_020863766.1	0	0	0
rna-XM_020863772.1	1	2	0
rna-XM_020863782.1	0	0	0
rna-XM_003392904.3	0	0	0
rna-XM_020863769.1	0	0	0
rna-XM_020863768.1	0	0	0
rna-XM_003392903.3	0	0	1
rna-XM_012318496.2	107	53	54
rna-XM_012318251.2	4	2	2
rna-XM_012318300.2	15	10	5
rna-XM_003392902.3	0	0	0
rna-XM_012318165.2	6	1	5
rna-XM_012318344.2	20	12	8
rna-XM_012317620.2	341	172	172
rna-XM_012317700.2	229	121	111
rna-XM_012317831.2	0	0	0
rna-XM_012317780.2	0	0	0
rna-XM_012318075.2	8	6	2
rna-XM_012318015.2	12	6	6
rna-XM_012317480.1	1941	971	970
rna-XM_012317528.2	35	18	17
rna-XM_003392899.3	652	338	349
rna-XM_012317157.2	3188	1610	1578
rna-XM_020862909.1	16	8	8
rna-XM_012317258.2	281	129	152
rna-XM_012320230.2	84	47	39
rna-XM_003393098.3	4	4	2
rna-XM_003393110.3	56	24	32
rna-XM_020864832.1	0	0	0
rna-XM_020864836.1	718	1029	1086
rna-XM_012320287.2	0	0	0
rna-XM_020864839.1	23	10	13
rna-XM_020864844.1	2	1	1
rna-XM_020864852.1	0	0	0
rna-XM_003393117.3	66	36	37
rna-XM_020864866.1	1	0	1
rna-XM_003393118.3	0	0	0
rna-XM_012320252.2	0	0	0
rna-TRNAI-AAU	0	0	0
rna-XR_002307715.1	5	2	3
rna-XR_002307819.1	0	0	0
rna-XR_001099740.2	0	0	0
rna-XR_002307814.1	0	0	0
rna-XR_002307818.1	0	0	0
rna-XM_020863620.1	0	0	0
rna-XR_002307820.1	63	38	25
rna-XM_020863603.1	136	73	63
rna-XM_012320328.2	0	0	0
rna-XM_012320329.2	0	0	0
rna-XM_012320330.2	0	0	0
rna-XM_020863616.1	0	0	0
rna-XM_020868651.1	9956	5041	4915
rna-XM_020863611.1	20	10	10
rna-XM_020863613.1	13	7	6
rna-XM_020865605.1	2	1	1
rna-XM_003393120.3	40	21	19
rna-XM_003393123.3	1	1	1
rna-XM_020865593.1	0	0	0
rna-XM_012320361.2	0	0	0
rna-XM_012320368.2	0	0	0
rna-XM_012320380.2	0	0	0
rna-XM_003393122.3	0	0	0
rna-XM_012320395.2	0	0	0
rna-XM_012320388.1	0	0	0
rna-XM_012320402.1	0	0	0
rna-XM_003393124.2	48	26	22
rna-XM_003393129.3	916	471	448
rna-XM_003393125.3	767	406	362
rna-XM_020864933.1	0	0	0
rna-XM_003393127.3	0	0	0
rna-XM_003393128.3	530	295	309
rna-XM_003393126.3	681	346	337
rna-XM_012320464.2	0	0	0
rna-XM_012320453.2	42	20	22
rna-XM_020864918.1	4	2	2
rna-XM_003393131.3	359	183	177
rna-XM_003393133.2	14842	7445	7397
rna-XM_012320495.2	685	369	318
rna-XM_003393132.3	292	130	162
